a7eaae86-a14b-4a0d-90c5-33feb2225b15,POLAND,BIAŁYSTOK,970 Derek Street
7607a5bc-0fe1-4dd6-9972-1f2090f1f0ba,POLAND,GDANSK,15088 4th Road
5a1c383a-2bfe-4403-8e6d-d9961daded41,POLAND,SZCZECIN,957 Kenwood Trail
caa0d2c2-04ba-474f-869f-12336e63af01,POLAND,POZNAN,583 Lunder Drive
def7ea9d-d15e-4774-a499-4fababa10960,POLAND,RZESZOW,91 Jay Trail
4bebbbf2-0383-49f3-a526-ac840fb90575,POLAND,BYDGOSZCZ,099 Express Drive
d83bd283-cfbb-4f5c-ba63-e16b17ac09df,POLAND,GORZOW WIELKOPOLSKI,061 Muir Terrace
9eb5bfa0-7d1d-4da7-8557-666ca58db871,POLAND,KATOWICE,40 Meadow Ridge Way
f63f5e5e-10e4-4a38-8b3f-4415c727afca,POLAND,LODZ,90690 Daystar Alley
bc7f1100-36a0-4645-9da3-91903a51de1a,POLAND,KIELCE,886 Delaware Plaza
ced0fb88-331b-4b4b-88ae-0363355daf44,POLAND,TORUN,2 Talmadge Park
b4f72275-4b88-498d-961a-ad4c1db5621f,POLAND,WROCLAW,784 Farragut Terrace
5674e95a-a81e-4d4d-860c-eaea3b7d7bd8,POLAND,OPOLE,68182 Kensington Junction
af5367c6-e4d2-4e61-ba58-7cc3c9320e94,POLAND,ZIELONA GORA,743 Anderson Pass
75d0b0aa-299e-4484-be9e-0944d09f374f,POLAND,OLSZTYN,2 Badeau Pass
3f7ac20d-039c-413e-a7cf-41ca59da015c,POLAND,LUBLIN,8608 Springview Alley
69ac8037-f2b9-4184-b432-298fc04bbcec,POLAND,WARSZAWA,55 Bunting Hill
