9f7805b7-4850-4245-9b3d-ea303ab33458,OLSZTYN,44875 Pleasure Trail
d359631d-6457-4a46-8c65-4abd077bcf36,SZCZECIN,56 Manley Lane
f4b44f24-b5b9-4bbf-800f-9b551ec6606e,RZESZOW,11 West Road
4c4d7654-2201-4931-b742-ac76d01a225f,KATOWICE,8793 Meadow Valley Circle
dc431aa6-e083-4501-9d16-9bc03e7d475d,OPOLE,85 Shoshone Place
ad2a0fac-9e46-4521-8053-cf1c8fa40d98,POZNAN,2 Crowley Trail
a694e03d-f5b3-4296-9877-bd15c88a85c4,LODZ,22 Onsgard Terrace
603b6504-e606-4380-a735-767fd031db86,WARSZAWA,06 Glendale Court
bc849a9a-1f15-4d9d-b582-6fb83e0490f9,KIELCE,23694 Westerfield Way
5b8e9954-3c08-4306-8792-416dcc333002,LUBLIN,12 Rusk Court
155ac943-261d-473e-92b6-33d48e22e779,TORUN,22 Longview Way
9e8b7622-5423-4fbc-9001-ca5d9f123600,BIAŁYSTOK,59018 Commercial Road
ab569a0b-29dd-4c6c-bd80-1531acd620da,GORZOW WIELKOPOLSKI,1 Havey Trail
b4e7d722-e3a8-446a-b583-1e7204c3862d,BYDGOSZCZ,45 Norway Maple Point
cf7f2232-3236-44cc-a3d4-b9d81a233318,GDANSK,6 Forest Dale Way
3831e262-80cd-4c25-b6be-855a847e07f3,ZIELONA GORA,352 Southridge Drive
b6cea36c-652b-4aa6-9793-bd9de7aa880a,WROCLAW,1 Bonner Junction
